NOM,ways_points,geometry,centroid_x,centroid_y,True color,True color 20cm,structure,texture,couleur,surface(ha),typologie,especes_cultivés,Micro_el,Macro_el,ph,Roche_mère,True_color,True_color_20cm
G1281,"284834.4599999979,714680.7600000018;284834.4599999979,714685.7600000018;284839.4599999979,714685.7600000018;284839.4599999979,714680.7600000018;284834.4599999979,714680.7600000018","POLYGON ((284834.4599999979 714680.7600000018, 284834.4599999979 714685.7600000018, 284839.4599999979 714685.7600000018, 284839.4599999979 714680.7600000018, 284834.4599999979 714680.7600000018))",284836.9599999979,714683.2600000018,,,,,,,,,,,,,,
G1282,"284834.4599999979,714685.7600000018;284834.4599999979,714690.7600000018;284839.4599999979,714690.7600000018;284839.4599999979,714685.7600000018;284834.4599999979,714685.7600000018","POLYGON ((284834.4599999979 714685.7600000018, 284834.4599999979 714690.7600000018, 284839.4599999979 714690.7600000018, 284839.4599999979 714685.7600000018, 284834.4599999979 714685.7600000018))",284836.9599999979,714688.2600000018,,,,,,,,,,,,,,
G1283,"284834.4599999979,714690.7600000018;284834.4599999979,714695.7600000018;284839.4599999979,714695.7600000018;284839.4599999979,714690.7600000018;284834.4599999979,714690.7600000018","POLYGON ((284834.4599999979 714690.7600000018, 284834.4599999979 714695.7600000018, 284839.4599999979 714695.7600000018, 284839.4599999979 714690.7600000018, 284834.4599999979 714690.7600000018))",284836.9599999979,714693.2600000018,,,,,,,,,,,,,,
G1284,"284834.4599999979,714695.7600000018;284834.4599999979,714700.7600000018;284839.4599999979,714700.7600000018;284839.4599999979,714695.7600000018;284834.4599999979,714695.7600000018","POLYGON ((284834.4599999979 714695.7600000018, 284834.4599999979 714700.7600000018, 284839.4599999979 714700.7600000018, 284839.4599999979 714695.7600000018, 284834.4599999979 714695.7600000018))",284836.9599999979,714698.2600000018,,,,,,,,,,,,,,
G1285,"284834.4599999979,714700.7600000018;284834.4599999979,714705.7600000018;284839.4599999979,714705.7600000018;284839.4599999979,714700.7600000018;284834.4599999979,714700.7600000018","POLYGON ((284834.4599999979 714700.7600000018, 284834.4599999979 714705.7600000018, 284839.4599999979 714705.7600000018, 284839.4599999979 714700.7600000018, 284834.4599999979 714700.7600000018))",284836.9599999979,714703.2600000018,,,,,,,,,,,,,,
G1286,"284834.4599999979,714705.7600000018;284834.4599999979,714710.7600000018;284839.4599999979,714710.7600000018;284839.4599999979,714705.7600000018;284834.4599999979,714705.7600000018","POLYGON ((284834.4599999979 714705.7600000018, 284834.4599999979 714710.7600000018, 284839.4599999979 714710.7600000018, 284839.4599999979 714705.7600000018, 284834.4599999979 714705.7600000018))",284836.9599999979,714708.2600000018,,,,,,,,,,,,,,
G1287,"284834.4599999979,714710.7600000018;284834.4599999979,714715.7600000018;284839.4599999979,714715.7600000018;284839.4599999979,714710.7600000018;284834.4599999979,714710.7600000018","POLYGON ((284834.4599999979 714710.7600000018, 284834.4599999979 714715.7600000018, 284839.4599999979 714715.7600000018, 284839.4599999979 714710.7600000018, 284834.4599999979 714710.7600000018))",284836.9599999979,714713.2600000018,,,,,,,,,,,,,,
G1288,"284834.4599999979,714715.7600000018;284834.4599999979,714720.7600000018;284839.4599999979,714720.7600000018;284839.4599999979,714715.7600000018;284834.4599999979,714715.7600000018","POLYGON ((284834.4599999979 714715.7600000018, 284834.4599999979 714720.7600000018, 284839.4599999979 714720.7600000018, 284839.4599999979 714715.7600000018, 284834.4599999979 714715.7600000018))",284836.9599999979,714718.2600000018,,,,,,,,,,,,,,
G1289,"284834.4599999979,714720.7600000018;284834.4599999979,714725.7600000018;284839.4599999979,714725.7600000018;284839.4599999979,714720.7600000018;284834.4599999979,714720.7600000018","POLYGON ((284834.4599999979 714720.7600000018, 284834.4599999979 714725.7600000018, 284839.4599999979 714725.7600000018, 284839.4599999979 714720.7600000018, 284834.4599999979 714720.7600000018))",284836.9599999979,714723.2600000018,,,,,,,,,,,,,,
G1290,"284834.4599999979,714725.7600000018;284834.4599999979,714730.7600000018;284839.4599999979,714730.7600000018;284839.4599999979,714725.7600000018;284834.4599999979,714725.7600000018","POLYGON ((284834.4599999979 714725.7600000018, 284834.4599999979 714730.7600000018, 284839.4599999979 714730.7600000018, 284839.4599999979 714725.7600000018, 284834.4599999979 714725.7600000018))",284836.9599999979,714728.2600000018,,,,,,,,,,,,,,
G1291,"284834.4599999979,714730.7600000018;284834.4599999979,714735.7600000018;284839.4599999979,714735.7600000018;284839.4599999979,714730.7600000018;284834.4599999979,714730.7600000018","POLYGON ((284834.4599999979 714730.7600000018, 284834.4599999979 714735.7600000018, 284839.4599999979 714735.7600000018, 284839.4599999979 714730.7600000018, 284834.4599999979 714730.7600000018))",284836.9599999979,714733.2600000018,,,,,,,,,,,,,,
G1292,"284834.4599999979,714735.7600000018;284834.4599999979,714740.7600000018;284839.4599999979,714740.7600000018;284839.4599999979,714735.7600000018;284834.4599999979,714735.7600000018","POLYGON ((284834.4599999979 714735.7600000018, 284834.4599999979 714740.7600000018, 284839.4599999979 714740.7600000018, 284839.4599999979 714735.7600000018, 284834.4599999979 714735.7600000018))",284836.9599999979,714738.2600000018,,,,,,,,,,,,,,
G1293,"284834.4599999979,714740.7600000018;284834.4599999979,714745.7600000018;284839.4599999979,714745.7600000018;284839.4599999979,714740.7600000018;284834.4599999979,714740.7600000018","POLYGON ((284834.4599999979 714740.7600000018, 284834.4599999979 714745.7600000018, 284839.4599999979 714745.7600000018, 284839.4599999979 714740.7600000018, 284834.4599999979 714740.7600000018))",284836.9599999979,714743.2600000018,,,,,,,,,,,,,,
G1294,"284834.4599999979,714745.7600000018;284834.4599999979,714750.7600000018;284839.4599999979,714750.7600000018;284839.4599999979,714745.7600000018;284834.4599999979,714745.7600000018","POLYGON ((284834.4599999979 714745.7600000018, 284834.4599999979 714750.7600000018, 284839.4599999979 714750.7600000018, 284839.4599999979 714745.7600000018, 284834.4599999979 714745.7600000018))",284836.9599999979,714748.2600000018,,,,,,,,,,,,,,
G1295,"284834.4599999979,714750.7600000018;284834.4599999979,714755.7600000018;284839.4599999979,714755.7600000018;284839.4599999979,714750.7600000018;284834.4599999979,714750.7600000018","POLYGON ((284834.4599999979 714750.7600000018, 284834.4599999979 714755.7600000018, 284839.4599999979 714755.7600000018, 284839.4599999979 714750.7600000018, 284834.4599999979 714750.7600000018))",284836.9599999979,714753.2600000018,,,,,,,,,,,,,,
G1296,"284834.4599999979,714755.7600000018;284834.4599999979,714760.7600000018;284839.4599999979,714760.7600000018;284839.4599999979,714755.7600000018;284834.4599999979,714755.7600000018","POLYGON ((284834.4599999979 714755.7600000018, 284834.4599999979 714760.7600000018, 284839.4599999979 714760.7600000018, 284839.4599999979 714755.7600000018, 284834.4599999979 714755.7600000018))",284836.9599999979,714758.2600000018,,,,,,,,,,,,,,
G1297,"284834.4599999979,714760.7600000018;284834.4599999979,714765.7600000018;284839.4599999979,714765.7600000018;284839.4599999979,714760.7600000018;284834.4599999979,714760.7600000018","POLYGON ((284834.4599999979 714760.7600000018, 284834.4599999979 714765.7600000018, 284839.4599999979 714765.7600000018, 284839.4599999979 714760.7600000018, 284834.4599999979 714760.7600000018))",284836.9599999979,714763.2600000018,,,,,,,,,,,,,,
G1298,"284834.4599999979,714765.7600000018;284834.4599999979,714770.7600000018;284839.4599999979,714770.7600000018;284839.4599999979,714765.7600000018;284834.4599999979,714765.7600000018","POLYGON ((284834.4599999979 714765.7600000018, 284834.4599999979 714770.7600000018, 284839.4599999979 714770.7600000018, 284839.4599999979 714765.7600000018, 284834.4599999979 714765.7600000018))",284836.9599999979,714768.2600000018,,,,,,,,,,,,,,
G1299,"284834.4599999979,714770.7600000018;284834.4599999979,714775.7600000018;284839.4599999979,714775.7600000018;284839.4599999979,714770.7600000018;284834.4599999979,714770.7600000018","POLYGON ((284834.4599999979 714770.7600000018, 284834.4599999979 714775.7600000018, 284839.4599999979 714775.7600000018, 284839.4599999979 714770.7600000018, 284834.4599999979 714770.7600000018))",284836.9599999979,714773.2600000018,,,,,,,,,,,,,,
G1300,"284834.4599999979,714775.7600000018;284834.4599999979,714780.7600000018;284839.4599999979,714780.7600000018;284839.4599999979,714775.7600000018;284834.4599999979,714775.7600000018","POLYGON ((284834.4599999979 714775.7600000018, 284834.4599999979 714780.7600000018, 284839.4599999979 714780.7600000018, 284839.4599999979 714775.7600000018, 284834.4599999979 714775.7600000018))",284836.9599999979,714778.2600000018,,,,,,,,,,,,,,
G1301,"284834.4599999979,714780.7600000018;284834.4599999979,714785.7600000018;284839.4599999979,714785.7600000018;284839.4599999979,714780.7600000018;284834.4599999979,714780.7600000018","POLYGON ((284834.4599999979 714780.7600000018, 284834.4599999979 714785.7600000018, 284839.4599999979 714785.7600000018, 284839.4599999979 714780.7600000018, 284834.4599999979 714780.7600000018))",284836.9599999979,714783.2600000018,,,,,,,,,,,,,,
G1302,"284834.4599999979,714785.7600000018;284834.4599999979,714790.7600000018;284839.4599999979,714790.7600000018;284839.4599999979,714785.7600000018;284834.4599999979,714785.7600000018","POLYGON ((284834.4599999979 714785.7600000018, 284834.4599999979 714790.7600000018, 284839.4599999979 714790.7600000018, 284839.4599999979 714785.7600000018, 284834.4599999979 714785.7600000018))",284836.9599999979,714788.2600000018,,,,,,,,,,,,,,
G1303,"284834.4599999979,714790.7600000018;284834.4599999979,714795.7600000018;284839.4599999979,714795.7600000018;284839.4599999979,714790.7600000018;284834.4599999979,714790.7600000018","POLYGON ((284834.4599999979 714790.7600000018, 284834.4599999979 714795.7600000018, 284839.4599999979 714795.7600000018, 284839.4599999979 714790.7600000018, 284834.4599999979 714790.7600000018))",284836.9599999979,714793.2600000018,,,,,,,,,,,,,,
G1304,"284834.4599999979,714795.7600000018;284834.4599999979,714800.7600000018;284839.4599999979,714800.7600000018;284839.4599999979,714795.7600000018;284834.4599999979,714795.7600000018","POLYGON ((284834.4599999979 714795.7600000018, 284834.4599999979 714800.7600000018, 284839.4599999979 714800.7600000018, 284839.4599999979 714795.7600000018, 284834.4599999979 714795.7600000018))",284836.9599999979,714798.2600000018,,,,,,,,,,,,,,
G1305,"284834.4599999979,714800.7600000018;284834.4599999979,714805.7600000018;284839.4599999979,714805.7600000018;284839.4599999979,714800.7600000018;284834.4599999979,714800.7600000018","POLYGON ((284834.4599999979 714800.7600000018, 284834.4599999979 714805.7600000018, 284839.4599999979 714805.7600000018, 284839.4599999979 714800.7600000018, 284834.4599999979 714800.7600000018))",284836.9599999979,714803.2600000018,,,,,,,,,,,,,,
G1306,"284834.4599999979,714805.7600000018;284834.4599999979,714810.7600000018;284839.4599999979,714810.7600000018;284839.4599999979,714805.7600000018;284834.4599999979,714805.7600000018","POLYGON ((284834.4599999979 714805.7600000018, 284834.4599999979 714810.7600000018, 284839.4599999979 714810.7600000018, 284839.4599999979 714805.7600000018, 284834.4599999979 714805.7600000018))",284836.9599999979,714808.2600000018,,,,,,,,,,,,,,
G1307,"284834.4599999979,714810.7600000018;284834.4599999979,714815.7600000018;284839.4599999979,714815.7600000018;284839.4599999979,714810.7600000018;284834.4599999979,714810.7600000018","POLYGON ((284834.4599999979 714810.7600000018, 284834.4599999979 714815.7600000018, 284839.4599999979 714815.7600000018, 284839.4599999979 714810.7600000018, 284834.4599999979 714810.7600000018))",284836.9599999979,714813.2600000018,,,,,,,,,,,,,,
G1308,"284834.4599999979,714815.7600000018;284834.4599999979,714820.7600000018;284839.4599999979,714820.7600000018;284839.4599999979,714815.7600000018;284834.4599999979,714815.7600000018","POLYGON ((284834.4599999979 714815.7600000018, 284834.4599999979 714820.7600000018, 284839.4599999979 714820.7600000018, 284839.4599999979 714815.7600000018, 284834.4599999979 714815.7600000018))",284836.9599999979,714818.2600000018,,,,,,,,,,,,,,
G1309,"284834.4599999979,714820.7600000018;284834.4599999979,714825.7600000018;284839.4599999979,714825.7600000018;284839.4599999979,714820.7600000018;284834.4599999979,714820.7600000018","POLYGON ((284834.4599999979 714820.7600000018, 284834.4599999979 714825.7600000018, 284839.4599999979 714825.7600000018, 284839.4599999979 714820.7600000018, 284834.4599999979 714820.7600000018))",284836.9599999979,714823.2600000018,,,,,,,,,,,,,,
G1310,"284834.4599999979,714825.7600000018;284834.4599999979,714830.7600000018;284839.4599999979,714830.7600000018;284839.4599999979,714825.7600000018;284834.4599999979,714825.7600000018","POLYGON ((284834.4599999979 714825.7600000018, 284834.4599999979 714830.7600000018, 284839.4599999979 714830.7600000018, 284839.4599999979 714825.7600000018, 284834.4599999979 714825.7600000018))",284836.9599999979,714828.2600000018,,,,,,,,,,,,,,
G1311,"284834.4599999979,714830.7600000018;284834.4599999979,714835.7600000018;284839.4599999979,714835.7600000018;284839.4599999979,714830.7600000018;284834.4599999979,714830.7600000018","POLYGON ((284834.4599999979 714830.7600000018, 284834.4599999979 714835.7600000018, 284839.4599999979 714835.7600000018, 284839.4599999979 714830.7600000018, 284834.4599999979 714830.7600000018))",284836.9599999979,714833.2600000018,,,,,,,,,,,,,,
G1312,"284834.4599999979,714835.7600000018;284834.4599999979,714840.7600000018;284839.4599999979,714840.7600000018;284839.4599999979,714835.7600000018;284834.4599999979,714835.7600000018","POLYGON ((284834.4599999979 714835.7600000018, 284834.4599999979 714840.7600000018, 284839.4599999979 714840.7600000018, 284839.4599999979 714835.7600000018, 284834.4599999979 714835.7600000018))",284836.9599999979,714838.2600000018,,,,,,,,,,,,,,
G1313,"284834.4599999979,714840.7600000018;284834.4599999979,714845.7600000018;284839.4599999979,714845.7600000018;284839.4599999979,714840.7600000018;284834.4599999979,714840.7600000018","POLYGON ((284834.4599999979 714840.7600000018, 284834.4599999979 714845.7600000018, 284839.4599999979 714845.7600000018, 284839.4599999979 714840.7600000018, 284834.4599999979 714840.7600000018))",284836.9599999979,714843.2600000018,,,,,,,,,,,,,,
G1314,"284834.4599999979,714845.7600000018;284834.4599999979,714850.7600000018;284839.4599999979,714850.7600000018;284839.4599999979,714845.7600000018;284834.4599999979,714845.7600000018","POLYGON ((284834.4599999979 714845.7600000018, 284834.4599999979 714850.7600000018, 284839.4599999979 714850.7600000018, 284839.4599999979 714845.7600000018, 284834.4599999979 714845.7600000018))",284836.9599999979,714848.2600000018,,,,,,,,,,,,,,
G1315,"284834.4599999979,714850.7600000018;284834.4599999979,714855.7600000018;284839.4599999979,714855.7600000018;284839.4599999979,714850.7600000018;284834.4599999979,714850.7600000018","POLYGON ((284834.4599999979 714850.7600000018, 284834.4599999979 714855.7600000018, 284839.4599999979 714855.7600000018, 284839.4599999979 714850.7600000018, 284834.4599999979 714850.7600000018))",284836.9599999979,714853.2600000018,,,,,,,,,,,,,,
G1316,"284834.4599999979,714855.7600000018;284834.4599999979,714860.7600000018;284839.4599999979,714860.7600000018;284839.4599999979,714855.7600000018;284834.4599999979,714855.7600000018","POLYGON ((284834.4599999979 714855.7600000018, 284834.4599999979 714860.7600000018, 284839.4599999979 714860.7600000018, 284839.4599999979 714855.7600000018, 284834.4599999979 714855.7600000018))",284836.9599999979,714858.2600000018,,,,,,,,,,,,,,
G1317,"284834.4599999979,714860.7600000018;284834.4599999979,714865.7600000018;284839.4599999979,714865.7600000018;284839.4599999979,714860.7600000018;284834.4599999979,714860.7600000018","POLYGON ((284834.4599999979 714860.7600000018, 284834.4599999979 714865.7600000018, 284839.4599999979 714865.7600000018, 284839.4599999979 714860.7600000018, 284834.4599999979 714860.7600000018))",284836.9599999979,714863.2600000018,,,,,,,,,,,,,,
G1318,"284834.4599999979,714865.7600000018;284834.4599999979,714870.7600000018;284839.4599999979,714870.7600000018;284839.4599999979,714865.7600000018;284834.4599999979,714865.7600000018","POLYGON ((284834.4599999979 714865.7600000018, 284834.4599999979 714870.7600000018, 284839.4599999979 714870.7600000018, 284839.4599999979 714865.7600000018, 284834.4599999979 714865.7600000018))",284836.9599999979,714868.2600000018,,,,,,,,,,,,,,
G1319,"284834.4599999979,714870.7600000018;284834.4599999979,714875.7600000018;284839.4599999979,714875.7600000018;284839.4599999979,714870.7600000018;284834.4599999979,714870.7600000018","POLYGON ((284834.4599999979 714870.7600000018, 284834.4599999979 714875.7600000018, 284839.4599999979 714875.7600000018, 284839.4599999979 714870.7600000018, 284834.4599999979 714870.7600000018))",284836.9599999979,714873.2600000018,,,,,,,,,,,,,,
G1320,"284834.4599999979,714875.7600000018;284834.4599999979,714880.7600000018;284839.4599999979,714880.7600000018;284839.4599999979,714875.7600000018;284834.4599999979,714875.7600000018","POLYGON ((284834.4599999979 714875.7600000018, 284834.4599999979 714880.7600000018, 284839.4599999979 714880.7600000018, 284839.4599999979 714875.7600000018, 284834.4599999979 714875.7600000018))",284836.9599999979,714878.2600000018,,,,,,,,,,,,,,
G1321,"284834.4599999979,714880.7600000018;284834.4599999979,714885.7600000018;284839.4599999979,714885.7600000018;284839.4599999979,714880.7600000018;284834.4599999979,714880.7600000018","POLYGON ((284834.4599999979 714880.7600000018, 284834.4599999979 714885.7600000018, 284839.4599999979 714885.7600000018, 284839.4599999979 714880.7600000018, 284834.4599999979 714880.7600000018))",284836.9599999979,714883.2600000018,,,,,,,,,,,,,,
G1322,"284834.4599999979,714885.7600000018;284834.4599999979,714890.7600000018;284839.4599999979,714890.7600000018;284839.4599999979,714885.7600000018;284834.4599999979,714885.7600000018","POLYGON ((284834.4599999979 714885.7600000018, 284834.4599999979 714890.7600000018, 284839.4599999979 714890.7600000018, 284839.4599999979 714885.7600000018, 284834.4599999979 714885.7600000018))",284836.9599999979,714888.2600000018,,,,,,,,,,,,,,
G1323,"284834.4599999979,714890.7600000018;284834.4599999979,714895.7600000018;284839.4599999979,714895.7600000018;284839.4599999979,714890.7600000018;284834.4599999979,714890.7600000018","POLYGON ((284834.4599999979 714890.7600000018, 284834.4599999979 714895.7600000018, 284839.4599999979 714895.7600000018, 284839.4599999979 714890.7600000018, 284834.4599999979 714890.7600000018))",284836.9599999979,714893.2600000018,,,,,,,,,,,,,,
G1324,"284834.4599999979,714895.7600000018;284834.4599999979,714900.7600000018;284839.4599999979,714900.7600000018;284839.4599999979,714895.7600000018;284834.4599999979,714895.7600000018","POLYGON ((284834.4599999979 714895.7600000018, 284834.4599999979 714900.7600000018, 284839.4599999979 714900.7600000018, 284839.4599999979 714895.7600000018, 284834.4599999979 714895.7600000018))",284836.9599999979,714898.2600000018,,,,,,,,,,,,,,
G1325,"284834.4599999979,714900.7600000018;284834.4599999979,714905.7600000018;284839.4599999979,714905.7600000018;284839.4599999979,714900.7600000018;284834.4599999979,714900.7600000018","POLYGON ((284834.4599999979 714900.7600000018, 284834.4599999979 714905.7600000018, 284839.4599999979 714905.7600000018, 284839.4599999979 714900.7600000018, 284834.4599999979 714900.7600000018))",284836.9599999979,714903.2600000018,,,,,,,,,,,,,,
G1326,"284834.4599999979,714905.7600000018;284834.4599999979,714910.7600000018;284839.4599999979,714910.7600000018;284839.4599999979,714905.7600000018;284834.4599999979,714905.7600000018","POLYGON ((284834.4599999979 714905.7600000018, 284834.4599999979 714910.7600000018, 284839.4599999979 714910.7600000018, 284839.4599999979 714905.7600000018, 284834.4599999979 714905.7600000018))",284836.9599999979,714908.2600000018,,,,,,,,,,,,,,
G1327,"284834.4599999979,714910.7600000018;284834.4599999979,714915.7600000018;284839.4599999979,714915.7600000018;284839.4599999979,714910.7600000018;284834.4599999979,714910.7600000018","POLYGON ((284834.4599999979 714910.7600000018, 284834.4599999979 714915.7600000018, 284839.4599999979 714915.7600000018, 284839.4599999979 714910.7600000018, 284834.4599999979 714910.7600000018))",284836.9599999979,714913.2600000018,,,,,,,,,,,,,,
G1328,"284834.4599999979,714915.7600000018;284834.4599999979,714920.7600000018;284839.4599999979,714920.7600000018;284839.4599999979,714915.7600000018;284834.4599999979,714915.7600000018","POLYGON ((284834.4599999979 714915.7600000018, 284834.4599999979 714920.7600000018, 284839.4599999979 714920.7600000018, 284839.4599999979 714915.7600000018, 284834.4599999979 714915.7600000018))",284836.9599999979,714918.2600000018,,,,,,,,,,,,,,
G1329,"284834.4599999979,714920.7600000018;284834.4599999979,714925.7600000018;284839.4599999979,714925.7600000018;284839.4599999979,714920.7600000018;284834.4599999979,714920.7600000018","POLYGON ((284834.4599999979 714920.7600000018, 284834.4599999979 714925.7600000018, 284839.4599999979 714925.7600000018, 284839.4599999979 714920.7600000018, 284834.4599999979 714920.7600000018))",284836.9599999979,714923.2600000018,,,,,,,,,,,,,,
G1330,"284834.4599999979,714925.7600000018;284834.4599999979,714930.7600000018;284839.4599999979,714930.7600000018;284839.4599999979,714925.7600000018;284834.4599999979,714925.7600000018","POLYGON ((284834.4599999979 714925.7600000018, 284834.4599999979 714930.7600000018, 284839.4599999979 714930.7600000018, 284839.4599999979 714925.7600000018, 284834.4599999979 714925.7600000018))",284836.9599999979,714928.2600000018,,,,,,,,,,,,,,
G1331,"284834.4599999979,714930.7600000018;284834.4599999979,714935.7600000018;284839.4599999979,714935.7600000018;284839.4599999979,714930.7600000018;284834.4599999979,714930.7600000018","POLYGON ((284834.4599999979 714930.7600000018, 284834.4599999979 714935.7600000018, 284839.4599999979 714935.7600000018, 284839.4599999979 714930.7600000018, 284834.4599999979 714930.7600000018))",284836.9599999979,714933.2600000018,,,,,,,,,,,,,,
G1332,"284834.4599999979,714935.7600000018;284834.4599999979,714940.7600000018;284839.4599999979,714940.7600000018;284839.4599999979,714935.7600000018;284834.4599999979,714935.7600000018","POLYGON ((284834.4599999979 714935.7600000018, 284834.4599999979 714940.7600000018, 284839.4599999979 714940.7600000018, 284839.4599999979 714935.7600000018, 284834.4599999979 714935.7600000018))",284836.9599999979,714938.2600000018,,,,,,,,,,,,,,
G1333,"284834.4599999979,714940.7600000018;284834.4599999979,714945.7600000018;284839.4599999979,714945.7600000018;284839.4599999979,714940.7600000018;284834.4599999979,714940.7600000018","POLYGON ((284834.4599999979 714940.7600000018, 284834.4599999979 714945.7600000018, 284839.4599999979 714945.7600000018, 284839.4599999979 714940.7600000018, 284834.4599999979 714940.7600000018))",284836.9599999979,714943.2600000018,,,,,,,,,,,,,,
G1334,"284834.4599999979,714945.7600000018;284834.4599999979,714950.7600000018;284839.4599999979,714950.7600000018;284839.4599999979,714945.7600000018;284834.4599999979,714945.7600000018","POLYGON ((284834.4599999979 714945.7600000018, 284834.4599999979 714950.7600000018, 284839.4599999979 714950.7600000018, 284839.4599999979 714945.7600000018, 284834.4599999979 714945.7600000018))",284836.9599999979,714948.2600000018,,,,,,,,,,,,,,
G1335,"284834.4599999979,714950.7600000018;284834.4599999979,714955.7600000018;284839.4599999979,714955.7600000018;284839.4599999979,714950.7600000018;284834.4599999979,714950.7600000018","POLYGON ((284834.4599999979 714950.7600000018, 284834.4599999979 714955.7600000018, 284839.4599999979 714955.7600000018, 284839.4599999979 714950.7600000018, 284834.4599999979 714950.7600000018))",284836.9599999979,714953.2600000018,,,,,,,,,,,,,,
G1336,"284834.4599999979,714955.7600000018;284834.4599999979,714960.7600000018;284839.4599999979,714960.7600000018;284839.4599999979,714955.7600000018;284834.4599999979,714955.7600000018","POLYGON ((284834.4599999979 714955.7600000018, 284834.4599999979 714960.7600000018, 284839.4599999979 714960.7600000018, 284839.4599999979 714955.7600000018, 284834.4599999979 714955.7600000018))",284836.9599999979,714958.2600000018,,,,,,,,,,,,,,
G1337,"284834.4599999979,714960.7600000018;284834.4599999979,714965.7600000018;284839.4599999979,714965.7600000018;284839.4599999979,714960.7600000018;284834.4599999979,714960.7600000018","POLYGON ((284834.4599999979 714960.7600000018, 284834.4599999979 714965.7600000018, 284839.4599999979 714965.7600000018, 284839.4599999979 714960.7600000018, 284834.4599999979 714960.7600000018))",284836.9599999979,714963.2600000018,,,,,,,,,,,,,,
G1338,"284834.4599999979,714965.7600000018;284834.4599999979,714970.7600000018;284839.4599999979,714970.7600000018;284839.4599999979,714965.7600000018;284834.4599999979,714965.7600000018","POLYGON ((284834.4599999979 714965.7600000018, 284834.4599999979 714970.7600000018, 284839.4599999979 714970.7600000018, 284839.4599999979 714965.7600000018, 284834.4599999979 714965.7600000018))",284836.9599999979,714968.2600000018,,,,,,,,,,,,,,
G1339,"284834.4599999979,714970.7600000018;284834.4599999979,714975.7600000018;284839.4599999979,714975.7600000018;284839.4599999979,714970.7600000018;284834.4599999979,714970.7600000018","POLYGON ((284834.4599999979 714970.7600000018, 284834.4599999979 714975.7600000018, 284839.4599999979 714975.7600000018, 284839.4599999979 714970.7600000018, 284834.4599999979 714970.7600000018))",284836.9599999979,714973.2600000018,,,,,,,,,,,,,,
G1340,"284834.4599999979,714975.7600000018;284834.4599999979,714980.7600000018;284839.4599999979,714980.7600000018;284839.4599999979,714975.7600000018;284834.4599999979,714975.7600000018","POLYGON ((284834.4599999979 714975.7600000018, 284834.4599999979 714980.7600000018, 284839.4599999979 714980.7600000018, 284839.4599999979 714975.7600000018, 284834.4599999979 714975.7600000018))",284836.9599999979,714978.2600000018,,,,,,,,,,,,,,
G1341,"284834.4599999979,714980.7600000018;284834.4599999979,714985.7600000018;284839.4599999979,714985.7600000018;284839.4599999979,714980.7600000018;284834.4599999979,714980.7600000018","POLYGON ((284834.4599999979 714980.7600000018, 284834.4599999979 714985.7600000018, 284839.4599999979 714985.7600000018, 284839.4599999979 714980.7600000018, 284834.4599999979 714980.7600000018))",284836.9599999979,714983.2600000018,,,,,,,,,,,,,,
G1342,"284834.4599999979,714985.7600000018;284834.4599999979,714990.7600000018;284839.4599999979,714990.7600000018;284839.4599999979,714985.7600000018;284834.4599999979,714985.7600000018","POLYGON ((284834.4599999979 714985.7600000018, 284834.4599999979 714990.7600000018, 284839.4599999979 714990.7600000018, 284839.4599999979 714985.7600000018, 284834.4599999979 714985.7600000018))",284836.9599999979,714988.2600000018,,,,,,,,,,,,,,
G1343,"284834.4599999979,714990.7600000018;284834.4599999979,714995.7600000018;284839.4599999979,714995.7600000018;284839.4599999979,714990.7600000018;284834.4599999979,714990.7600000018","POLYGON ((284834.4599999979 714990.7600000018, 284834.4599999979 714995.7600000018, 284839.4599999979 714995.7600000018, 284839.4599999979 714990.7600000018, 284834.4599999979 714990.7600000018))",284836.9599999979,714993.2600000018,,,,,,,,,,,,,,
G1344,"284834.4599999979,714995.7600000018;284834.4599999979,715000.7600000018;284839.4599999979,715000.7600000018;284839.4599999979,714995.7600000018;284834.4599999979,714995.7600000018","POLYGON ((284834.4599999979 714995.7600000018, 284834.4599999979 715000.7600000018, 284839.4599999979 715000.7600000018, 284839.4599999979 714995.7600000018, 284834.4599999979 714995.7600000018))",284836.9599999979,714998.2600000018,,,,,,,,,,,,,,
G1345,"284834.4599999979,715000.7600000018;284834.4599999979,715005.7600000018;284839.4599999979,715005.7600000018;284839.4599999979,715000.7600000018;284834.4599999979,715000.7600000018","POLYGON ((284834.4599999979 715000.7600000018, 284834.4599999979 715005.7600000018, 284839.4599999979 715005.7600000018, 284839.4599999979 715000.7600000018, 284834.4599999979 715000.7600000018))",284836.9599999979,715003.2600000018,,,,,,,,,,,,,,
G1346,"284839.4599999979,715005.7600000018;284834.4599999979,715005.7600000018;284834.4599999979,715007.334529345;284839.4599999979,715007.42858749;284839.4599999979,715005.7600000018","POLYGON ((284839.4599999979 715005.7600000018, 284834.4599999979 715005.7600000018, 284834.4599999979 715007.334529345, 284839.4599999979 715007.42858749, 284839.4599999979 715005.7600000018))",284836.98416865774,715006.5710065356,,,,,,,,,,,,,,
G1347,"284839.4599999979,714665.7600000018;284844.4599999979,714665.7600000018;284844.4599999979,714661.3674017563;284839.4599999979,714662.4058094886;284839.4599999979,714665.7600000018","POLYGON ((284839.4599999979 714665.7600000018, 284844.4599999979 714665.7600000018, 284844.4599999979 714661.3674017563, 284839.4599999979 714662.4058094886, 284839.4599999979 714665.7600000018))",284842.0717030279,714663.8117034831,,,,,,,,,,,,,,
