NOM,ways_points,geometry,centroid_x,centroid_y,True color,True color 20cm,structure,texture,couleur,surface(ha),typologie,especes_cultivés,Micro_el,Macro_el,ph,Roche_mère,True_color,True_color_20cm
G193,"284739.4599999979,714760.7600000018;284739.4599999979,714765.7600000018;284744.4599999979,714765.7600000018;284744.4599999979,714760.7600000018;284739.4599999979,714760.7600000018","POLYGON ((284739.4599999979 714760.7600000018, 284739.4599999979 714765.7600000018, 284744.4599999979 714765.7600000018, 284744.4599999979 714760.7600000018, 284739.4599999979 714760.7600000018))",284741.9599999979,714763.2600000018,,,,,,,,,,,,,,
G194,"284739.4599999979,714765.7600000018;284739.4599999979,714770.7600000018;284744.4599999979,714770.7600000018;284744.4599999979,714765.7600000018;284739.4599999979,714765.7600000018","POLYGON ((284739.4599999979 714765.7600000018, 284739.4599999979 714770.7600000018, 284744.4599999979 714770.7600000018, 284744.4599999979 714765.7600000018, 284739.4599999979 714765.7600000018))",284741.9599999979,714768.2600000018,,,,,,,,,,,,,,
G195,"284739.4599999979,714770.7600000018;284739.4599999979,714775.7600000018;284744.4599999979,714775.7600000018;284744.4599999979,714770.7600000018;284739.4599999979,714770.7600000018","POLYGON ((284739.4599999979 714770.7600000018, 284739.4599999979 714775.7600000018, 284744.4599999979 714775.7600000018, 284744.4599999979 714770.7600000018, 284739.4599999979 714770.7600000018))",284741.9599999979,714773.2600000018,,,,,,,,,,,,,,
G196,"284739.4599999979,714775.7600000018;284739.4599999979,714780.7600000018;284744.4599999979,714780.7600000018;284744.4599999979,714775.7600000018;284739.4599999979,714775.7600000018","POLYGON ((284739.4599999979 714775.7600000018, 284739.4599999979 714780.7600000018, 284744.4599999979 714780.7600000018, 284744.4599999979 714775.7600000018, 284739.4599999979 714775.7600000018))",284741.9599999979,714778.2600000018,,,,,,,,,,,,,,
G197,"284739.4599999979,714780.7600000018;284739.4599999979,714785.7600000018;284744.4599999979,714785.7600000018;284744.4599999979,714780.7600000018;284739.4599999979,714780.7600000018","POLYGON ((284739.4599999979 714780.7600000018, 284739.4599999979 714785.7600000018, 284744.4599999979 714785.7600000018, 284744.4599999979 714780.7600000018, 284739.4599999979 714780.7600000018))",284741.9599999979,714783.2600000018,,,,,,,,,,,,,,
G198,"284739.4599999979,714785.7600000018;284739.4599999979,714790.7600000018;284744.4599999979,714790.7600000018;284744.4599999979,714785.7600000018;284739.4599999979,714785.7600000018","POLYGON ((284739.4599999979 714785.7600000018, 284739.4599999979 714790.7600000018, 284744.4599999979 714790.7600000018, 284744.4599999979 714785.7600000018, 284739.4599999979 714785.7600000018))",284741.9599999979,714788.2600000018,,,,,,,,,,,,,,
G199,"284739.4599999979,714790.7600000018;284739.4599999979,714795.7600000018;284744.4599999979,714795.7600000018;284744.4599999979,714790.7600000018;284739.4599999979,714790.7600000018","POLYGON ((284739.4599999979 714790.7600000018, 284739.4599999979 714795.7600000018, 284744.4599999979 714795.7600000018, 284744.4599999979 714790.7600000018, 284739.4599999979 714790.7600000018))",284741.9599999979,714793.2600000018,,,,,,,,,,,,,,
G200,"284744.4599999979,714795.7600000018;284739.4599999979,714795.7600000018;284739.4599999979,714796.6619211504;284744.4599999979,714800.4862327899;284744.4599999979,714795.7600000018","POLYGON ((284744.4599999979 714795.7600000018, 284739.4599999979 714795.7600000018, 284739.4599999979 714796.6619211504, 284744.4599999979 714800.4862327899, 284744.4599999979 714795.7600000018))",284742.52624719054,714797.3835890589,,,,,,,,,,,,,,
G201,"284744.4599999979,714875.7600000018;284744.4599999979,714871.3612709065;284741.99010328547,714875.7600000018;284744.4599999979,714875.7600000018","POLYGON ((284744.4599999979 714875.7600000018, 284744.4599999979 714871.3612709065, 284741.99010328547 714875.7600000018, 284744.4599999979 714875.7600000018))",284743.6367010937,714874.29375697,,,,,,,,,,,,,,
G202,"284739.4599999979,714880.7600000018;284744.4599999979,714880.7600000018;284744.4599999979,714875.7600000018;284741.99010328547,714875.7600000018;284739.4599999979,714880.2659531814;284739.4599999979,714880.7600000018","POLYGON ((284739.4599999979 714880.7600000018, 284744.4599999979 714880.7600000018, 284744.4599999979 714875.7600000018, 284741.99010328547 714875.7600000018, 284739.4599999979 714880.2659531814, 284739.4599999979 714880.7600000018))",284742.44929373654,714878.5547683737,,,,,,,,,,,,,,
G203,"284739.4599999979,714880.7600000018;284739.4599999979,714885.7600000018;284744.4599999979,714885.7600000018;284744.4599999979,714880.7600000018;284739.4599999979,714880.7600000018","POLYGON ((284739.4599999979 714880.7600000018, 284739.4599999979 714885.7600000018, 284744.4599999979 714885.7600000018, 284744.4599999979 714880.7600000018, 284739.4599999979 714880.7600000018))",284741.9599999979,714883.2600000018,,,,,,,,,,,,,,
G204,"284739.4599999979,714885.7600000018;284739.4599999979,714890.7600000018;284744.4599999979,714890.7600000018;284744.4599999979,714885.7600000018;284739.4599999979,714885.7600000018","POLYGON ((284739.4599999979 714885.7600000018, 284739.4599999979 714890.7600000018, 284744.4599999979 714890.7600000018, 284744.4599999979 714885.7600000018, 284739.4599999979 714885.7600000018))",284741.9599999979,714888.2600000018,,,,,,,,,,,,,,
G205,"284744.4599999979,714895.7600000018;284744.4599999979,714890.7600000018;284739.4599999979,714890.7600000018;284739.4599999979,714892.6574541049;284740.8117451159,714895.7600000018;284744.4599999979,714895.7600000018","POLYGON ((284744.4599999979 714895.7600000018, 284744.4599999979 714890.7600000018, 284739.4599999979 714890.7600000018, 284739.4599999979 714892.6574541049, 284740.8117451159 714895.7600000018, 284744.4599999979 714895.7600000018))",284742.1476375914,714893.1257948133,,,,,,,,,,,,,,
G206,"284744.4599999979,714900.7600000018;284744.4599999979,714895.7600000018;284740.8117451159,714895.7600000018;284742.9901901139,714900.7600000018;284744.4599999979,714900.7600000018","POLYGON ((284744.4599999979 714900.7600000018, 284744.4599999979 714895.7600000018, 284740.8117451159 714895.7600000018, 284742.9901901139 714900.7600000018, 284744.4599999979 714900.7600000018))",284743.10321464925,714897.9053013187,,,,,,,,,,,,,,
G207,"284744.4599999979,714900.7600000018;284742.9901901139,714900.7600000018;284744.4599999979,714904.1335299403;284744.4599999979,714900.7600000018","POLYGON ((284744.4599999979 714900.7600000018, 284742.9901901139 714900.7600000018, 284744.4599999979 714904.1335299403, 284744.4599999979 714900.7600000018))",284743.9700633699,714901.8845099813,,,,,,,,,,,,,,
G208,"284744.4599999979,714715.7600000018;284749.4599999979,714715.7600000018;284749.4599999979,714711.0943355259;284744.4599999979,714711.708890977;284744.4599999979,714715.7600000018","POLYGON ((284744.4599999979 714715.7600000018, 284749.4599999979 714715.7600000018, 284749.4599999979 714711.0943355259, 284744.4599999979 714711.708890977, 284744.4599999979 714715.7600000018))",284747.0187521891,714713.5771959787,,,,,,,,,,,,,,
G209,"284744.4599999979,714715.7600000018;284744.4599999979,714720.7600000018;284749.4599999979,714720.7600000018;284749.4599999979,714715.7600000018;284744.4599999979,714715.7600000018","POLYGON ((284744.4599999979 714715.7600000018, 284744.4599999979 714720.7600000018, 284749.4599999979 714720.7600000018, 284749.4599999979 714715.7600000018, 284744.4599999979 714715.7600000018))",284746.9599999979,714718.2600000018,,,,,,,,,,,,,,
G210,"284744.4599999979,714720.7600000018;284744.4599999979,714725.7600000018;284749.4599999979,714725.7600000018;284749.4599999979,714720.7600000018;284744.4599999979,714720.7600000018","POLYGON ((284744.4599999979 714720.7600000018, 284744.4599999979 714725.7600000018, 284749.4599999979 714725.7600000018, 284749.4599999979 714720.7600000018, 284744.4599999979 714720.7600000018))",284746.9599999979,714723.2600000018,,,,,,,,,,,,,,
G211,"284744.4599999979,714725.7600000018;284744.4599999979,714730.7600000018;284749.4599999979,714730.7600000018;284749.4599999979,714725.7600000018;284744.4599999979,714725.7600000018","POLYGON ((284744.4599999979 714725.7600000018, 284744.4599999979 714730.7600000018, 284749.4599999979 714730.7600000018, 284749.4599999979 714725.7600000018, 284744.4599999979 714725.7600000018))",284746.9599999979,714728.2600000018,,,,,,,,,,,,,,
G212,"284744.4599999979,714730.7600000018;284744.4599999979,714735.7600000018;284749.4599999979,714735.7600000018;284749.4599999979,714730.7600000018;284744.4599999979,714730.7600000018","POLYGON ((284744.4599999979 714730.7600000018, 284744.4599999979 714735.7600000018, 284749.4599999979 714735.7600000018, 284749.4599999979 714730.7600000018, 284744.4599999979 714730.7600000018))",284746.9599999979,714733.2600000018,,,,,,,,,,,,,,
G213,"284744.4599999979,714735.7600000018;284744.4599999979,714740.7600000018;284749.4599999979,714740.7600000018;284749.4599999979,714735.7600000018;284744.4599999979,714735.7600000018","POLYGON ((284744.4599999979 714735.7600000018, 284744.4599999979 714740.7600000018, 284749.4599999979 714740.7600000018, 284749.4599999979 714735.7600000018, 284744.4599999979 714735.7600000018))",284746.9599999979,714738.2600000018,,,,,,,,,,,,,,
G214,"284744.4599999979,714740.7600000018;284744.4599999979,714745.7600000018;284749.4599999979,714745.7600000018;284749.4599999979,714740.7600000018;284744.4599999979,714740.7600000018","POLYGON ((284744.4599999979 714740.7600000018, 284744.4599999979 714745.7600000018, 284749.4599999979 714745.7600000018, 284749.4599999979 714740.7600000018, 284744.4599999979 714740.7600000018))",284746.9599999979,714743.2600000018,,,,,,,,,,,,,,
G215,"284744.4599999979,714745.7600000018;284744.4599999979,714750.7600000018;284749.4599999979,714750.7600000018;284749.4599999979,714745.7600000018;284744.4599999979,714745.7600000018","POLYGON ((284744.4599999979 714745.7600000018, 284744.4599999979 714750.7600000018, 284749.4599999979 714750.7600000018, 284749.4599999979 714745.7600000018, 284744.4599999979 714745.7600000018))",284746.9599999979,714748.2600000018,,,,,,,,,,,,,,
G216,"284744.4599999979,714750.7600000018;284744.4599999979,714755.7600000018;284749.4599999979,714755.7600000018;284749.4599999979,714750.7600000018;284744.4599999979,714750.7600000018","POLYGON ((284744.4599999979 714750.7600000018, 284744.4599999979 714755.7600000018, 284749.4599999979 714755.7600000018, 284749.4599999979 714750.7600000018, 284744.4599999979 714750.7600000018))",284746.9599999979,714753.2600000018,,,,,,,,,,,,,,
G217,"284744.4599999979,714755.7600000018;284744.4599999979,714760.7600000018;284749.4599999979,714760.7600000018;284749.4599999979,714755.7600000018;284744.4599999979,714755.7600000018","POLYGON ((284744.4599999979 714755.7600000018, 284744.4599999979 714760.7600000018, 284749.4599999979 714760.7600000018, 284749.4599999979 714755.7600000018, 284744.4599999979 714755.7600000018))",284746.9599999979,714758.2600000018,,,,,,,,,,,,,,
G218,"284744.4599999979,714760.7600000018;284744.4599999979,714765.7600000018;284749.4599999979,714765.7600000018;284749.4599999979,714760.7600000018;284744.4599999979,714760.7600000018","POLYGON ((284744.4599999979 714760.7600000018, 284744.4599999979 714765.7600000018, 284749.4599999979 714765.7600000018, 284749.4599999979 714760.7600000018, 284744.4599999979 714760.7600000018))",284746.9599999979,714763.2600000018,,,,,,,,,,,,,,
G219,"284744.4599999979,714765.7600000018;284744.4599999979,714770.7600000018;284749.4599999979,714770.7600000018;284749.4599999979,714765.7600000018;284744.4599999979,714765.7600000018","POLYGON ((284744.4599999979 714765.7600000018, 284744.4599999979 714770.7600000018, 284749.4599999979 714770.7600000018, 284749.4599999979 714765.7600000018, 284744.4599999979 714765.7600000018))",284746.9599999979,714768.2600000018,,,,,,,,,,,,,,
G220,"284744.4599999979,714770.7600000018;284744.4599999979,714775.7600000018;284749.4599999979,714775.7600000018;284749.4599999979,714770.7600000018;284744.4599999979,714770.7600000018","POLYGON ((284744.4599999979 714770.7600000018, 284744.4599999979 714775.7600000018, 284749.4599999979 714775.7600000018, 284749.4599999979 714770.7600000018, 284744.4599999979 714770.7600000018))",284746.9599999979,714773.2600000018,,,,,,,,,,,,,,
G221,"284744.4599999979,714775.7600000018;284744.4599999979,714780.7600000018;284749.4599999979,714780.7600000018;284749.4599999979,714775.7600000018;284744.4599999979,714775.7600000018","POLYGON ((284744.4599999979 714775.7600000018, 284744.4599999979 714780.7600000018, 284749.4599999979 714780.7600000018, 284749.4599999979 714775.7600000018, 284744.4599999979 714775.7600000018))",284746.9599999979,714778.2600000018,,,,,,,,,,,,,,
G222,"284744.4599999979,714780.7600000018;284744.4599999979,714785.7600000018;284749.4599999979,714785.7600000018;284749.4599999979,714780.7600000018;284744.4599999979,714780.7600000018","POLYGON ((284744.4599999979 714780.7600000018, 284744.4599999979 714785.7600000018, 284749.4599999979 714785.7600000018, 284749.4599999979 714780.7600000018, 284744.4599999979 714780.7600000018))",284746.9599999979,714783.2600000018,,,,,,,,,,,,,,
G223,"284744.4599999979,714785.7600000018;284744.4599999979,714790.7600000018;284749.4599999979,714790.7600000018;284749.4599999979,714785.7600000018;284744.4599999979,714785.7600000018","POLYGON ((284744.4599999979 714785.7600000018, 284744.4599999979 714790.7600000018, 284749.4599999979 714790.7600000018, 284749.4599999979 714785.7600000018, 284744.4599999979 714785.7600000018))",284746.9599999979,714788.2600000018,,,,,,,,,,,,,,
G224,"284744.4599999979,714790.7600000018;284744.4599999979,714795.7600000018;284749.4599999979,714795.7600000018;284749.4599999979,714790.7600000018;284744.4599999979,714790.7600000018","POLYGON ((284744.4599999979 714790.7600000018, 284744.4599999979 714795.7600000018, 284749.4599999979 714795.7600000018, 284749.4599999979 714790.7600000018, 284744.4599999979 714790.7600000018))",284746.9599999979,714793.2600000018,,,,,,,,,,,,,,
G225,"284749.4599999979,714800.7600000018;284749.4599999979,714795.7600000018;284744.4599999979,714795.7600000018;284744.4599999979,714800.4862327899;284744.8179300487,714800.7600000018;284749.4599999979,714800.7600000018","POLYGON ((284749.4599999979 714800.7600000018, 284749.4599999979 714795.7600000018, 284744.4599999979 714795.7600000018, 284744.4599999979 714800.4862327899, 284744.8179300487 714800.7600000018, 284749.4599999979 714800.7600000018))",284746.9646748126,714798.2552700987,,,,,,,,,,,,,,
G226,"284749.4599999979,714800.7600000018;284744.8179300487,714800.7600000018;284749.4599999979,714804.3105444295;284749.4599999979,714800.7600000018","POLYGON ((284749.4599999979 714800.7600000018, 284744.8179300487 714800.7600000018, 284749.4599999979 714804.3105444295, 284749.4599999979 714800.7600000018))",284747.91264334816,714801.9435148111,,,,,,,,,,,,,,
G227,"284749.4599999979,714865.7600000018;284749.4599999979,714862.4565886315;284747.60512675915,714865.7600000018;284749.4599999979,714865.7600000018","POLYGON ((284749.4599999979 714865.7600000018, 284749.4599999979 714862.4565886315, 284747.60512675915 714865.7600000018, 284749.4599999979 714865.7600000018))",284748.84170891833,714864.6588628782,,,,,,,,,,,,,,
G228,"284749.4599999979,714870.7600000018;284749.4599999979,714865.7600000018;284747.60512675915,714865.7600000018;284744.79761502234,714870.7600000018;284749.4599999979,714870.7600000018","POLYGON ((284749.4599999979 714870.7600000018, 284749.4599999979 714865.7600000018, 284747.60512675915 714865.7600000018, 284744.79761502234 714870.7600000018, 284749.4599999979 714870.7600000018))",284747.7299001922,714868.6189842613,,,,,,,,,,,,,,
G229,"284744.4599999979,714875.7600000018;284749.4599999979,714875.7600000018;284749.4599999979,714870.7600000018;284744.79761502234,714870.7600000018;284744.4599999979,714871.3612709065;284744.4599999979,714875.7600000018","POLYGON ((284744.4599999979 714875.7600000018, 284749.4599999979 714875.7600000018, 284749.4599999979 714870.7600000018, 284744.79761502234 714870.7600000018, 284744.4599999979 714871.3612709065, 284744.4599999979 714875.7600000018))",284746.9697325148,714873.2693742531,,,,,,,,,,,,,,
G230,"284744.4599999979,714875.7600000018;284744.4599999979,714880.7600000018;284749.4599999979,714880.7600000018;284749.4599999979,714875.7600000018;284744.4599999979,714875.7600000018","POLYGON ((284744.4599999979 714875.7600000018, 284744.4599999979 714880.7600000018, 284749.4599999979 714880.7600000018, 284749.4599999979 714875.7600000018, 284744.4599999979 714875.7600000018))",284746.9599999979,714878.2600000018,,,,,,,,,,,,,,
G231,"284744.4599999979,714880.7600000018;284744.4599999979,714885.7600000018;284749.4599999979,714885.7600000018;284749.4599999979,714880.7600000018;284744.4599999979,714880.7600000018","POLYGON ((284744.4599999979 714880.7600000018, 284744.4599999979 714885.7600000018, 284749.4599999979 714885.7600000018, 284749.4599999979 714880.7600000018, 284744.4599999979 714880.7600000018))",284746.9599999979,714883.2600000018,,,,,,,,,,,,,,
G232,"284744.4599999979,714885.7600000018;284744.4599999979,714890.7600000018;284749.4599999979,714890.7600000018;284749.4599999979,714885.7600000018;284744.4599999979,714885.7600000018","POLYGON ((284744.4599999979 714885.7600000018, 284744.4599999979 714890.7600000018, 284749.4599999979 714890.7600000018, 284749.4599999979 714885.7600000018, 284744.4599999979 714885.7600000018))",284746.9599999979,714888.2600000018,,,,,,,,,,,,,,
G233,"284744.4599999979,714890.7600000018;284744.4599999979,714895.7600000018;284749.4599999979,714895.7600000018;284749.4599999979,714890.7600000018;284744.4599999979,714890.7600000018","POLYGON ((284744.4599999979 714890.7600000018, 284744.4599999979 714895.7600000018, 284749.4599999979 714895.7600000018, 284749.4599999979 714890.7600000018, 284744.4599999979 714890.7600000018))",284746.9599999979,714893.2600000018,,,,,,,,,,,,,,
G234,"284744.4599999979,714895.7600000018;284744.4599999979,714900.7600000018;284749.4599999979,714900.7600000018;284749.4599999979,714895.7600000018;284744.4599999979,714895.7600000018","POLYGON ((284744.4599999979 714895.7600000018, 284744.4599999979 714900.7600000018, 284749.4599999979 714900.7600000018, 284749.4599999979 714895.7600000018, 284744.4599999979 714895.7600000018))",284746.9599999979,714898.2600000018,,,,,,,,,,,,,,
G235,"284749.4599999979,714905.7600000018;284749.4599999979,714900.7600000018;284744.4599999979,714900.7600000018;284744.4599999979,714904.1335299403;284745.1686351119,714905.7600000018;284749.4599999979,714905.7600000018","POLYGON ((284749.4599999979 714905.7600000018, 284749.4599999979 714900.7600000018, 284744.4599999979 714900.7600000018, 284744.4599999979 714904.1335299403, 284745.1686351119 714905.7600000018, 284749.4599999979 714905.7600000018))",284747.01341495296,714903.2138039363,,,,,,,,,,,,,,
G236,"284749.4599999979,714910.7600000018;284749.4599999979,714905.7600000018;284745.1686351119,714905.7600000018;284747.3470801099,714910.7600000018;284749.4599999979,714910.7600000018","POLYGON ((284749.4599999979 714910.7600000018, 284749.4599999979 714905.7600000018, 284745.1686351119 714905.7600000018, 284747.3470801099 714910.7600000018, 284749.4599999979 714910.7600000018))",284747.79717818514,714907.9765380858,,,,,,,,,,,,,,
G237,"284749.4599999979,714910.7600000018;284747.3470801099,714910.7600000018;284749.4599999979,714915.6096057756;284749.4599999979,714910.7600000018","POLYGON ((284749.4599999979 714910.7600000018, 284747.3470801099 714910.7600000018, 284749.4599999979 714915.6096057756, 284749.4599999979 714910.7600000018))",284748.75569336856,714912.3765352597,,,,,,,,,,,,,,
G238,"284749.4599999979,714715.7600000018;284754.4599999979,714715.7600000018;284754.4599999979,714710.7600000018;284752.18014122767,714710.7600000018;284749.4599999979,714711.0943355259;284749.4599999979,714715.7600000018","POLYGON ((284749.4599999979 714715.7600000018, 284754.4599999979 714715.7600000018, 284754.4599999979 714710.7600000018, 284752.18014122767 714710.7600000018, 284749.4599999979 714711.0943355259, 284749.4599999979 714715.7600000018))",284751.98951683374,714713.3042497907,,,,,,,,,,,,,,
G239,"284749.4599999979,714715.7600000018;284749.4599999979,714720.7600000018;284754.4599999979,714720.7600000018;284754.4599999979,714715.7600000018;284749.4599999979,714715.7600000018","POLYGON ((284749.4599999979 714715.7600000018, 284749.4599999979 714720.7600000018, 284754.4599999979 714720.7600000018, 284754.4599999979 714715.7600000018, 284749.4599999979 714715.7600000018))",284751.9599999979,714718.2600000018,,,,,,,,,,,,,,
G240,"284749.4599999979,714720.7600000018;284749.4599999979,714725.7600000018;284754.4599999979,714725.7600000018;284754.4599999979,714720.7600000018;284749.4599999979,714720.7600000018","POLYGON ((284749.4599999979 714720.7600000018, 284749.4599999979 714725.7600000018, 284754.4599999979 714725.7600000018, 284754.4599999979 714720.7600000018, 284749.4599999979 714720.7600000018))",284751.9599999979,714723.2600000018,,,,,,,,,,,,,,
G241,"284749.4599999979,714725.7600000018;284749.4599999979,714730.7600000018;284754.4599999979,714730.7600000018;284754.4599999979,714725.7600000018;284749.4599999979,714725.7600000018","POLYGON ((284749.4599999979 714725.7600000018, 284749.4599999979 714730.7600000018, 284754.4599999979 714730.7600000018, 284754.4599999979 714725.7600000018, 284749.4599999979 714725.7600000018))",284751.9599999979,714728.2600000018,,,,,,,,,,,,,,
G242,"284749.4599999979,714730.7600000018;284749.4599999979,714735.7600000018;284754.4599999979,714735.7600000018;284754.4599999979,714730.7600000018;284749.4599999979,714730.7600000018","POLYGON ((284749.4599999979 714730.7600000018, 284749.4599999979 714735.7600000018, 284754.4599999979 714735.7600000018, 284754.4599999979 714730.7600000018, 284749.4599999979 714730.7600000018))",284751.9599999979,714733.2600000018,,,,,,,,,,,,,,
G243,"284749.4599999979,714735.7600000018;284749.4599999979,714740.7600000018;284754.4599999979,714740.7600000018;284754.4599999979,714735.7600000018;284749.4599999979,714735.7600000018","POLYGON ((284749.4599999979 714735.7600000018, 284749.4599999979 714740.7600000018, 284754.4599999979 714740.7600000018, 284754.4599999979 714735.7600000018, 284749.4599999979 714735.7600000018))",284751.9599999979,714738.2600000018,,,,,,,,,,,,,,
G244,"284749.4599999979,714740.7600000018;284749.4599999979,714745.7600000018;284754.4599999979,714745.7600000018;284754.4599999979,714740.7600000018;284749.4599999979,714740.7600000018","POLYGON ((284749.4599999979 714740.7600000018, 284749.4599999979 714745.7600000018, 284754.4599999979 714745.7600000018, 284754.4599999979 714740.7600000018, 284749.4599999979 714740.7600000018))",284751.9599999979,714743.2600000018,,,,,,,,,,,,,,
G245,"284749.4599999979,714745.7600000018;284749.4599999979,714750.7600000018;284754.4599999979,714750.7600000018;284754.4599999979,714745.7600000018;284749.4599999979,714745.7600000018","POLYGON ((284749.4599999979 714745.7600000018, 284749.4599999979 714750.7600000018, 284754.4599999979 714750.7600000018, 284754.4599999979 714745.7600000018, 284749.4599999979 714745.7600000018))",284751.9599999979,714748.2600000018,,,,,,,,,,,,,,
G246,"284749.4599999979,714750.7600000018;284749.4599999979,714755.7600000018;284754.4599999979,714755.7600000018;284754.4599999979,714750.7600000018;284749.4599999979,714750.7600000018","POLYGON ((284749.4599999979 714750.7600000018, 284749.4599999979 714755.7600000018, 284754.4599999979 714755.7600000018, 284754.4599999979 714750.7600000018, 284749.4599999979 714750.7600000018))",284751.9599999979,714753.2600000018,,,,,,,,,,,,,,
G247,"284749.4599999979,714755.7600000018;284749.4599999979,714760.7600000018;284754.4599999979,714760.7600000018;284754.4599999979,714755.7600000018;284749.4599999979,714755.7600000018","POLYGON ((284749.4599999979 714755.7600000018, 284749.4599999979 714760.7600000018, 284754.4599999979 714760.7600000018, 284754.4599999979 714755.7600000018, 284749.4599999979 714755.7600000018))",284751.9599999979,714758.2600000018,,,,,,,,,,,,,,
G248,"284749.4599999979,714760.7600000018;284749.4599999979,714765.7600000018;284754.4599999979,714765.7600000018;284754.4599999979,714760.7600000018;284749.4599999979,714760.7600000018","POLYGON ((284749.4599999979 714760.7600000018, 284749.4599999979 714765.7600000018, 284754.4599999979 714765.7600000018, 284754.4599999979 714760.7600000018, 284749.4599999979 714760.7600000018))",284751.9599999979,714763.2600000018,,,,,,,,,,,,,,
G249,"284749.4599999979,714765.7600000018;284749.4599999979,714770.7600000018;284754.4599999979,714770.7600000018;284754.4599999979,714765.7600000018;284749.4599999979,714765.7600000018","POLYGON ((284749.4599999979 714765.7600000018, 284749.4599999979 714770.7600000018, 284754.4599999979 714770.7600000018, 284754.4599999979 714765.7600000018, 284749.4599999979 714765.7600000018))",284751.9599999979,714768.2600000018,,,,,,,,,,,,,,
G250,"284749.4599999979,714770.7600000018;284749.4599999979,714775.7600000018;284754.4599999979,714775.7600000018;284754.4599999979,714770.7600000018;284749.4599999979,714770.7600000018","POLYGON ((284749.4599999979 714770.7600000018, 284749.4599999979 714775.7600000018, 284754.4599999979 714775.7600000018, 284754.4599999979 714770.7600000018, 284749.4599999979 714770.7600000018))",284751.9599999979,714773.2600000018,,,,,,,,,,,,,,
G251,"284749.4599999979,714775.7600000018;284749.4599999979,714780.7600000018;284754.4599999979,714780.7600000018;284754.4599999979,714775.7600000018;284749.4599999979,714775.7600000018","POLYGON ((284749.4599999979 714775.7600000018, 284749.4599999979 714780.7600000018, 284754.4599999979 714780.7600000018, 284754.4599999979 714775.7600000018, 284749.4599999979 714775.7600000018))",284751.9599999979,714778.2600000018,,,,,,,,,,,,,,
G252,"284749.4599999979,714780.7600000018;284749.4599999979,714785.7600000018;284754.4599999979,714785.7600000018;284754.4599999979,714780.7600000018;284749.4599999979,714780.7600000018","POLYGON ((284749.4599999979 714780.7600000018, 284749.4599999979 714785.7600000018, 284754.4599999979 714785.7600000018, 284754.4599999979 714780.7600000018, 284749.4599999979 714780.7600000018))",284751.9599999979,714783.2600000018,,,,,,,,,,,,,,
G253,"284749.4599999979,714785.7600000018;284749.4599999979,714790.7600000018;284754.4599999979,714790.7600000018;284754.4599999979,714785.7600000018;284749.4599999979,714785.7600000018","POLYGON ((284749.4599999979 714785.7600000018, 284749.4599999979 714790.7600000018, 284754.4599999979 714790.7600000018, 284754.4599999979 714785.7600000018, 284749.4599999979 714785.7600000018))",284751.9599999979,714788.2600000018,,,,,,,,,,,,,,
G254,"284749.4599999979,714790.7600000018;284749.4599999979,714795.7600000018;284754.4599999979,714795.7600000018;284754.4599999979,714790.7600000018;284749.4599999979,714790.7600000018","POLYGON ((284749.4599999979 714790.7600000018, 284749.4599999979 714795.7600000018, 284754.4599999979 714795.7600000018, 284754.4599999979 714790.7600000018, 284749.4599999979 714790.7600000018))",284751.9599999979,714793.2600000018,,,,,,,,,,,,,,
G255,"284749.4599999979,714795.7600000018;284749.4599999979,714800.7600000018;284754.4599999979,714800.7600000018;284754.4599999979,714795.7600000018;284749.4599999979,714795.7600000018","POLYGON ((284749.4599999979 714795.7600000018, 284749.4599999979 714800.7600000018, 284754.4599999979 714800.7600000018, 284754.4599999979 714795.7600000018, 284749.4599999979 714795.7600000018))",284751.9599999979,714798.2600000018,,,,,,,,,,,,,,
G256,"284754.4599999979,714805.7600000018;284754.4599999979,714800.7600000018;284749.4599999979,714800.7600000018;284749.4599999979,714804.3105444295;284751.355054205,714805.7600000018;284754.4599999979,714805.7600000018","POLYGON ((284754.4599999979 714805.7600000018, 284754.4599999979 714800.7600000018, 284749.4599999979 714800.7600000018, 284749.4599999979 714804.3105444295, 284751.355054205 714805.7600000018, 284754.4599999979 714805.7600000018))",284752.06860390626,714803.1427619773,,,,,,,,,,,,,,
G257,"284754.4599999979,714805.7600000018;284751.355054205,714805.7600000018;284754.4599999979,714808.134856069;284754.4599999979,714805.7600000018","POLYGON ((284754.4599999979 714805.7600000018, 284751.355054205 714805.7600000018, 284754.4599999979 714808.134856069, 284754.4599999979 714805.7600000018))",284753.42501806695,714806.551618691,,,,,,,,,,,,,,
G258,"284754.4599999979,714855.7600000018;284754.4599999979,714853.5519063565;284753.2201502329,714855.7600000018;284754.4599999979,714855.7600000018","POLYGON ((284754.4599999979 714855.7600000018, 284754.4599999979 714853.5519063565, 284753.2201502329 714855.7600000018, 284754.4599999979 714855.7600000018))",284754.0467167429,714855.0239687866,,,,,,,,,,,,,,
G259,"284754.4599999979,714860.7600000018;284754.4599999979,714855.7600000018;284753.2201502329,714855.7600000018;284750.412638496,714860.7600000018;284754.4599999979,714860.7600000018","POLYGON ((284754.4599999979 714860.7600000018, 284754.4599999979 714855.7600000018, 284753.2201502329 714855.7600000018, 284750.412638496 714860.7600000018, 284754.4599999979 714860.7600000018))",284753.01396467385,714858.7025004042,,,,,,,,,,,,,,
